Timestamp,Score,Nama,Email,1. Status Bpk/Ibu/Saudara/i:,2. Berapa lama Bpk/Ibu/Saudara/i bergabung atau mengenal STT Wastukancana?,3. Apakah Bpk/Ibu/Saudara/i pernah membaca visi dan misi STT Wastukancana?,4.  Media sumber Bpk/Ibu/Saudara/i mendapatkan informasi tentang visi dan misi STT Wastukancana? (Jawaban boleh lebih dari satu),3. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?,5. Saya memahami Visi dan Misi STT Wastukancana.,6. Saya memahami bahwa Visi dan Misi STT Wastukancana harus dilaksanakan.,7. Saya memahami fungsi Visi dan Misi STT Wastukancana sebagai arahan dalam kegiatan akademik.,8. Saya memahami dengan baik bahwa setiap program harus dilaksanakan harus berdasarkan Visi dan Misi STT Wastukancana.,9. Saya memahami Visi dan Misi STT Wastukancana sudah realistik.,10. Visi dan Misi STT Wastukancana telah tercermin pada: (jawaban boleh lebih dari satu),,5. Apakah Bpk/Ibu/Saudara/i mengetahui Visi dan Misi STT Wastukancana?
7/25/2024 18:31:01,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/25/2024 18:41:34,0,,,Alumni,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,Proses Pembelajaran,,
7/25/2024 18:42:14,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,3,5,5,5,3,"Kurikulum, Kompetensi Dosen",,
7/25/2024 18:53:02,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kurikulum,,
7/25/2024 18:55:30,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 19:06:40,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 19:08:09,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,2,2,2,2,2,Kurikulum,,
7/25/2024 19:22:25,0,,,Mahasiswa,1 - 5 Tahun,,Teman,Ya,5,5,5,5,5,Kurikulum,,
7/25/2024 19:23:51,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 19:24:17,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,2,4,1,Kompetensi Lulusan,,
7/25/2024 19:26:19,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 19:28:09,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 19:30:10,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 19:30:16,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,4,4,3,3,Proses Pembelajaran,,
7/25/2024 19:38:01,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 19:38:49,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,3,3,3,3,3,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 19:44:15,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial, ",Ya,4,4,4,4,4,Proses Pembelajaran,,
7/25/2024 19:47:19,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 19:48:59,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,4,5,4,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 20:02:48,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,5,4,4,4,4,Kurikulum,,
7/25/2024 20:05:08,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,4,5,4,4,4,Proses Pembelajaran,,
7/25/2024 20:39:08,0,,,Dosen,6 - 10 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,1,Kurikulum,,
7/25/2024 20:44:03,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 21:04:30,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,1,3,3,3,3,Proses Pembelajaran,,
7/25/2024 21:08:22,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 21:09:26,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/25/2024 21:23:24,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,4,4,3,Proses Pembelajaran,,
7/25/2024 21:36:58,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/25/2024 21:40:58,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 21:42:10,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 21:42:22,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,4,5,4,4,4,"Proses Pembelajaran, Kompetensi Lulusan",,
7/25/2024 21:52:59,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Penelitian Mahasiswa,,
7/25/2024 21:55:22,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,4,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 21:57:34,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,5,5,5,5,5,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen",,
7/25/2024 21:57:56,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,3,4,4,3,4,Proses Pembelajaran,,
7/25/2024 22:02:58,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial, ",Ya,3,3,3,3,3,"Proses Pembelajaran, Penelitian Dosen, Kompetensi Dosen",,
7/25/2024 22:05:02,0,,,Mahasiswa,6 - 10 Tahun,,,Tidak,,,,,,,,
7/25/2024 22:07:31,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 22:24:08,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,3,3,3,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/25/2024 22:30:58,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 22:33:10,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 22:43:34,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/25/2024 22:56:34,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Proses Pembelajaran,,
7/25/2024 22:57:29,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 22:59:22,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 23:00:06,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 23:03:58,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/25/2024 23:04:22,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran",,
7/25/2024 23:16:09,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,2,3,2,3,2,Penelitian Mahasiswa,,
7/25/2024 23:16:47,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/25/2024 23:16:55,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/25/2024 23:49:05,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner",Ya,4,5,4,5,3,Kurikulum,,
7/25/2024 23:52:17,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Standing Banner",Ya,5,5,5,4,4,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 0:47:35,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,5,5,5,5,4,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 2:45:16,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 2:50:57,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 2:51:46,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/26/2024 4:29:33,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,4,4,4,4,Proses Pembelajaran,,
7/26/2024 5:47:08,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,4,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 6:50:55,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 6:51:47,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 7:51:03,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 7:55:21,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,4,4,4,5,5,Kurikulum,,
7/26/2024 8:04:15,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 8:20:36,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,5,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/26/2024 8:39:30,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,5,5,5,"Proses Pembelajaran, Penelitian Mahasiswa",,
7/26/2024 8:59:45,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 9:07:45,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,4,5,4,5,5,"Kurikulum, Proses Pembelajaran",,
7/26/2024 9:22:11,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 9:24:21,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,4,5,4,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/26/2024 9:57:38,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 10:03:04,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 10:22:07,0,,,Dosen,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 10:22:11,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 10:23:54,0,,,Mahasiswa,6 - 10 Tahun,,Situs STT Wastukancana,Ya,1,3,3,5,3,Kurikulum,,
7/26/2024 10:46:45,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 11:00:59,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,3,3,3,3,3,"Kurikulum, Penelitian Mahasiswa",,
7/26/2024 11:16:44,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/26/2024 11:16:53,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 11:17:38,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,1,Kurikulum,,
7/26/2024 11:17:58,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,5,5,5,5,5,Proses Pembelajaran,,
7/26/2024 11:21:11,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,2,2,2,2,2,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 11:24:02,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,1,4,Penelitian Mahasiswa,,
7/26/2024 11:32:07,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran, Kompetensi Lulusan",,
7/26/2024 11:33:33,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/26/2024 11:51:20,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,"Kurikulum, Proses Pembelajaran",,
7/26/2024 12:00:20,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,2,3,3,3,3,Kurikulum,,
7/26/2024 12:20:14,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 12:22:58,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 12:34:27,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 12:52:44,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 13:19:43,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,2,"Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 13:28:17,0,,,Mahasiswa,-1 Tahun,,"Pemberitahuan atau penjelasan Pimpinan, Media sosial",Ya,3,4,4,4,4,"Kurikulum, Penelitian Mahasiswa, Kompetensi Dosen",,
7/26/2024 13:29:39,0,,,Mahasiswa,-1 Tahun,,Pemberitahuan atau penjelasan Pimpinan,Ya,3,3,3,3,3,"Kurikulum, Penelitian Mahasiswa, Kompetensi Dosen",,
7/26/2024 14:05:08,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 14:06:39,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Standing Banner",Ya,2,2,2,2,2,Proses Pembelajaran,,
7/26/2024 14:11:52,0,,,Mahasiswa,-1 Tahun,,Situs STT Wastukancana,Ya,2,2,2,2,2,"Kurikulum, Proses Pembelajaran, Penelitian Dosen",,
7/26/2024 14:15:00,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,3,3,3,3,3,Proses Pembelajaran,,
7/26/2024 14:15:52,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,1,2,2,2,2,Penelitian Mahasiswa,,
7/26/2024 14:35:28,0,,,Pengguna lulusan/Industri,6 - 10 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/26/2024 14:50:56,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 14:51:19,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 14:52:28,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,2,2,2,2,2,Penelitian Dosen,,
7/26/2024 15:04:47,0,,,Mahasiswa,+ 10 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 15:23:37,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,3,3,Proses Pembelajaran,,
7/26/2024 15:30:38,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 15:44:13,0,,,Mahasiswa,-1 Tahun,,Media sosial,Ya,4,4,4,4,4,Kurikulum,,
7/26/2024 15:48:52,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 15:49:59,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 15:56:29,0,,,Mahasiswa,1 - 5 Tahun,,Standing Banner,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 16:00:36,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/26/2024 16:02:19,0,,,Mahasiswa,-1 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,1,1,2,3,3,Proses Pembelajaran,,
7/26/2024 16:13:56,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,5,4,5,3,"Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Lulusan",,
7/26/2024 16:14:23,0,,,Mahasiswa,1 - 5 Tahun,,"Media sosial, Teman",Ya,4,4,4,3,3,Penelitian Mahasiswa,,
7/26/2024 16:17:08,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 16:33:17,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,5,5,5,5,Kompetensi Lulusan,,
7/26/2024 16:33:57,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 17:46:17,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,4,"Kurikulum, Proses Pembelajaran",,
7/26/2024 17:50:34,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Proses Pembelajaran, Kompetensi Dosen",,
7/26/2024 17:56:55,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/26/2024 18:02:09,0,,,Mahasiswa,-1 Tahun,,"Standing Banner, Media sosial",Ya,5,5,4,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa, Kompetensi Dosen",,
7/26/2024 18:06:57,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik, Standing Banner, Media sosial",Ya,5,5,4,4,4,"Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
7/26/2024 18:26:07,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Kompetensi Dosen,,
7/26/2024 18:39:59,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Mahasiswa",,
7/26/2024 18:40:23,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,1,1,1,1,1,Kurikulum,,
7/26/2024 18:55:44,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Kurikulum,,
7/26/2024 18:56:44,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,5,5,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 19:00:13,0,,,Mahasiswa,-1 Tahun,,"Situs STT Wastukancana, Buku Kurikulum dan Pedoman Akademik",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/26/2024 19:03:32,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Pemberitahuan atau penjelasan Pimpinan, Standing Banner",Ya,3,3,3,3,3,Kurikulum,,
7/26/2024 19:10:06,0,,,Mahasiswa,1 - 5 Tahun,,Media sosial,Ya,1,1,1,1,1,Kurikulum,,
7/26/2024 19:14:40,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 19:20:17,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Kurikulum,,
7/26/2024 19:21:11,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,4,4,4,4,4,Kurikulum,,
7/26/2024 19:21:11,0,,,Mahasiswa,1 - 5 Tahun,,,Tidak,,,,,,,,
7/26/2024 19:32:44,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Kompetensi Lulusan",,
7/26/2024 19:37:19,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,5,5,5,5,5,Proses Pembelajaran,,
7/26/2024 19:38:29,0,,,Mahasiswa,1 - 5 Tahun,,Buku Kurikulum dan Pedoman Akademik,Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 20:25:26,0,,,Mahasiswa,1 - 5 Tahun,,"Buku Kurikulum dan Pedoman Akademik, Pemberitahuan atau penjelasan Pimpinan, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa, Kompetensi Dosen, Kompetensi Lulusan",,
7/26/2024 20:44:09,0,,,Mahasiswa,1 - 5 Tahun,,Situs STT Wastukancana,Ya,3,3,3,3,3,Kurikulum,,
7/26/2024 21:25:25,0,,,Mahasiswa,1 - 5 Tahun,,"Standing Banner, Media sosial",Ya,5,5,5,5,5,"Kurikulum, Proses Pembelajaran, Kompetensi Dosen",,
7/26/2024 21:47:33,0,,,Mahasiswa,-1 Tahun,,,Tidak,,,,,,,,
7/26/2024 21:59:08,0,,,Mahasiswa,1 - 5 Tahun,,"Situs STT Wastukancana, Standing Banner, Media sosial",Ya,4,4,4,4,4,"Kurikulum, Proses Pembelajaran, Penelitian Dosen, Penelitian Mahasiswa",,
